flatten and bitwiseXOR
0.06561861276626586
0.06647475004196167
0.06673872470855713
0.06573693752288819
0.06587514877319336
0.06516027688980103
0.06544867753982543
0.06623732566833496
0.06782866954803467
0.06634865283966065
0.06892936229705811
0.07309903383255005
0.07217892408370971
0.0659965181350708
0.06577483415603638
0.06567846775054932
0.06602405309677124
0.07065260887145997
0.06516699552536011
0.06520718812942504
