input as grayscale
0.140763904
0.15492514999999998
0.130446461
0.130352904
0.128945393
0.12860496600000001
0.153829217
0.129542828
0.12749138899999998
0.126639171
0.159186143
0.135972257
0.136094051
0.14474891099999998
0.126350029
0.12727186
0.127086851
0.126620589
0.126652337
0.126390622
